,式別,馬番,配当,人気
0,単勝,7,1260,6
1,複勝,7,330,5
2,複勝,12,290,3
3,複勝,15,390,6
4,枠連,4-6,2680,11
5,馬連,7-12,2400,8
6,ワイド,7-12,870,9
7,ワイド,7-15,2060,25
8,ワイド,12-15,1140,14
9,馬単,7→12,5830,20
10,3連複,7-12-15,7870,26
11,3連単,7→12→15,76490,241
